Line | Original | Parsed Value
2695 | 20000,00 | 20000.00
2696 | 82987,44 | 82987.44
2697 | 21226,00 | 21226.00
2698 | 50000,00 | 50000.00
2699 | 263062,22 | 263062.22
2700 | 30000,00 | 30000.00
2701 | 72856,44 | 72856.44
2702 | 127600,00 | 127600.00
2703 | 8750,00 | 8750.00
2704 | 25000,00 | 25000.00
2705 | 20000,00 | 20000.00
2706 | 10750,00 | 10750.00
2707 | 67993,80 | 67993.80
2708 | 611944,68 | 611944.68
2709 | 611944,68 | 611944.68
2710 | 1200000,00 | 1200000.00
2711 | 13900,00 | 13900.00
2712 | 14900,00 | 14900.00
2713 | 17800,00 | 17800.00
2714 | 7900,00 | 7900.00
2715 | 10800,00 | 10800.00
2716 | 30800,00 | 30800.00
2717 | 101990,78 | 101990.78
2718 | 263062,24 | 263062.24
2719 | 150000,00 | 150000.00
2720 | 263062,24 | 263062.24
2721 | 141300,00 | 141300.00
2722 | 171731,37 | 171731.37
2723 | 40000,00 | 40000.00
2724 | 526124,48 | 526124.48
2725 | 300000,00 | 300000.00
2726 | 101990,78 | 101990.78
2727 | 101990,78 | 101990.78
2728 | 101990,78 | 101990.78
2729 | -373966,20 | -373966.20
2730 | 109500,00 | 109500.00
2731 | 1494000,00 | 1494000.00
2732 | 2106000,00 | 2106000.00
2733 | 8100,00 | 8100.00
2734 | 1471612,50 | 1471612.50
2735 | 607500,00 | 607500.00
2736 | 1452937,50 | 1452937.50
2737 | 1200000,00 | 1200000.00
2738 | 373966,20 | 373966.20
2739 | 373966,20 | 373966.20
2740 | 1200000,00 | 1200000.00
2741 | 373966,20 | 373966.20
2742 | 373966,20 | 373966.20
2743 | 373966,20 | 373966.20
2744 | 13500,00 | 13500.00
2745 | 12000,00 | 12000.00
2746 | 1200,00 | 1200.00
2747 | 12000,00 | 12000.00
2748 | 52682,94 | 52682.94
2749 | 60000,00 | 60000.00
2750 | 11205,00 | 11205.00
2751 | 15200,00 | 15200.00
2752 | 192000,00 | 192000.00
2753 | 300000,00 | 300000.00
2754 | 3600000,00 | 3600000.00
2755 | 3600000,00 | 3600000.00
2756 | 3600000,00 | 3600000.00
2757 | -373966,20 | -373966.20
2758 | 72000,00 | 72000.00
2759 | 4800,00 | 4800.00
2760 | 19500,00 | 19500.00
2761 | 1200,00 | 1200.00
2762 | 72000,00 | 72000.00
2763 | 132000,00 | 132000.00
2764 | 9360,00 | 9360.00
2765 | 1200000,00 | 1200000.00
2766 | 1200000,00 | 1200000.00
2767 | 561772,40 | 561772.40
2768 | 72000,00 | 72000.00
2769 | 450000,00 | 450000.00
2770 | 5400000,00 | 5400000.00
2771 | 254976,95 | 254976.95
2772 | 254976,95 | 254976.95
2773 | 40000,00 | 40000.00
2774 | 1350000,00 | 1350000.00
2775 | 420000,00 | 420000.00
2776 | 2010000,00 | 2010000.00
2777 | 150000,00 | 150000.00
2778 | 373966,20 | 373966.20
2779 | 960000,00 | 960000.00
2780 | 33791,88 | 33791.88
2781 | 240513,40 | 240513.40
2782 | 375585,00 | 375585.00
2783 | 150000,00 | 150000.00
2784 | 373966,20 | 373966.20
2785 | 131531,11 | 131531.11
2786 | 540000,00 | 540000.00
2787 | 7800000,00 | 7800000.00
2788 | 4320000,00 | 4320000.00
2789 | 4320000,00 | 4320000.00
2790 | 4350,00 | 4350.00
2791 | 120000,00 | 120000.00
2792 | 9000,00 | 9000.00
2793 | 12000,00 | 12000.00
2794 | 75000,00 | 75000.00
2795 | 30000,00 | 30000.00
2796 | 1691076,09 | 1691076.09
2797 | 487665,00 | 487665.00
2798 | 120000,00 | 120000.00
2799 | 60000,00 | 60000.00
2800 | -373966,20 | -373966.20
2801 | 27000,00 | 27000.00
2802 | 4400,00 | 4400.00
2803 | 4000,00 | 4000.00
2804 | 22000,00 | 22000.00
2805 | 4000,00 | 4000.00
2806 | 4000,00 | 4000.00
2807 | 120000,00 | 120000.00
2808 | 100000,00 | 100000.00
2809 | 1221,00 | 1221.00
2810 | 18000,00 | 18000.00
2811 | 1500,00 | 1500.00
2812 | 1302,00 | 1302.00
2813 | 1500,00 | 1500.00
2814 | 2250,00 | 2250.00
2815 | 3000,00 | 3000.00
2816 | 36000,00 | 36000.00
2817 | 600,00 | 600.00
2818 | 3600,00 | 3600.00
2819 | 22500,00 | 22500.00
2820 | 33000,00 | 33000.00
2821 | 3000,00 | 3000.00
2822 | 9000,00 | 9000.00
2823 | 1800,00 | 1800.00
2824 | 36000,00 | 36000.00
2825 | 9525,00 | 9525.00
2826 | 120000,00 | 120000.00
2827 | 12000,00 | 12000.00
2828 | 9000,00 | 9000.00
2829 | 22500,00 | 22500.00
2830 | 600000,00 | 600000.00
2831 | 600000,00 | 600000.00
2832 | 373966,20 | 373966.20
2833 | 373966,20 | 373966.20
2834 | 459690,16 | 459690.16
2835 | 821100,00 | 821100.00
2836 | 10998,00 | 10998.00
2837 | 38124,00 | 38124.00
2838 | 54642,00 | 54642.00
2839 | 142044,00 | 142044.00
2840 | 95575,50 | 95575.50
2841 | 68596,50 | 68596.50
2842 | 35680,50 | 35680.50
2843 | 149400,00 | 149400.00
2844 | 8775,00 | 8775.00
2845 | 20475,00 | 20475.00
2846 | 270000,00 | 270000.00
2847 | 12120,00 | 12120.00
2848 | 4140,00 | 4140.00
2849 | 99360,00 | 99360.00
2850 | 2523,00 | 2523.00
2851 | 80871,72 | 80871.72
2852 | 16000,00 | 16000.00
2853 | 80871,72 | 80871.72
2854 | 16806,72 | 16806.72
2855 | 203981,52 | 203981.52
2856 | 203981,52 | 203981.52
2857 | 611944,68 | 611944.68
2858 | 31163,85 | 31163.85
2859 | 373966,20 | 373966.20
2860 | 373966,20 | 373966.20
2861 | 373966,20 | 373966.20
2862 | 203981,52 | 203981.52
2863 | 373966,20 | 373966.20
2864 | 373966,20 | 373966.20
2865 | 373966,20 | 373966.20
2866 | 373966,20 | 373966.20
2867 | 373966,20 | 373966.20
2868 | 373966,20 | 373966.20
2869 | 373966,20 | 373966.20
2870 | 373966,20 | 373966.20
2871 | 373966,20 | 373966.20
2872 | 373966,20 | 373966.20
2873 | 203981,52 | 203981.52
2874 | 373966,20 | 373966.20
2875 | 373966,20 | 373966.20
2876 | 373966,20 | 373966.20
2877 | 373966,20 | 373966.20
2878 | 373966,20 | 373966.20
2879 | 373966,20 | 373966.20
2880 | 373966,20 | 373966.20
2881 | 373966,20 | 373966.20
2882 | 373966,20 | 373966.20
2883 | 373966,20 | 373966.20
2884 | 203981,52 | 203981.52
2885 | 373966,20 | 373966.20
2886 | 373966,20 | 373966.20
2887 | 373966,20 | 373966.20
2888 | 373966,20 | 373966.20
2889 | 373966,20 | 373966.20
2890 | 373966,20 | 373966.20
2891 | 373966,20 | 373966.20
2892 | 373966,20 | 373966.20
2893 | 20000,00 | 20000.00
2894 | 4707767,03 | 4707767.03
2895 | 203981,52 | 203981.52
2896 | 37084,98 | 37084.98
2897 | 445019,75 | 445019.75
2898 | 445019,76 | 445019.76
2899 | 445019,76 | 445019.76
2900 | 445019,76 | 445019.76
2901 | 445019,76 | 445019.76
2902 | 373966,20 | 373966.20
2903 | 373966,20 | 373966.20
2904 | 373966,20 | 373966.20
2905 | 373966,20 | 373966.20
2906 | 640141,44 | 640141.44
2907 | 630686,63 | 630686.63
2908 | 33613,44 | 33613.44
2909 | 373966,20 | 373966.20
2910 | 31163,85 | 31163.85
2911 | 373966,20 | 373966.20
2912 | 373966,20 | 373966.20
2913 | 373966,20 | 373966.20
2914 | 373966,20 | 373966.20
2915 | 373966,20 | 373966.20
2916 | 37084,98 | 37084.98
2917 | 445019,76 | 445019.76
2918 | 445019,76 | 445019.76
2919 | 67993,80 | 67993.80
2920 | 445019,76 | 445019.76
2921 | 445019,76 | 445019.76
2922 | 445019,76 | 445019.76
2923 | 31163,85 | 31163.85
2924 | 373966,20 | 373966.20
2925 | 373966,20 | 373966.20
2926 | 373966,20 | 373966.20
2927 | 373966,20 | 373966.20
2928 | 373966,20 | 373966.20
2929 | 31163,85 | 31163.85
2930 | 22500,00 | 22500.00
2931 | 373966,20 | 373966.20
2932 | 373966,20 | 373966.20
2933 | 22500,00 | 22500.00
2934 | 22500,00 | 22500.00
2935 | 20000,00 | 20000.00
2936 | 72450,00 | 72450.00
2937 | 19599,00 | 19599.00
2938 | 675,00 | 675.00
2939 | 1575,00 | 1575.00
2940 | 11880,00 | 11880.00
2941 | 2424,00 | 2424.00
2942 | 4554,00 | 4554.00
2943 | 1261,50 | 1261.50
2944 | 15612,00 | 15612.00
2945 | 40584,00 | 40584.00
2946 | 203981,52 | 203981.52
2947 | 150000,00 | 150000.00
2948 | 222338,48 | 222338.48
2949 | 607993,80 | 607993.80
2950 | 607993,80 | 607993.80
2951 | 203981,52 | 203981.52
2952 | 1897,50 | 1897.50
2953 | 104,49 | 104.49
2954 | 4392,00 | 4392.00
2955 | 1084,86 | 1084.86
2956 | 7260,00 | 7260.00
2957 | 13500,00 | 13500.00
2958 | 1692,00 | 1692.00
2959 | 77760,00 | 77760.00
2960 | 1302,00 | 1302.00
2961 | 8232,00 | 8232.00
2962 | 2922,30 | 2922.30
2963 | 73,36 | 73.36
2964 | 36000,00 | 36000.00
2965 | 300,00 | 300.00
2966 | 13176,00 | 13176.00
2967 | 18108,00 | 18108.00
2968 | 19764,00 | 19764.00
2969 | 2050,50 | 2050.50
2970 | 18150,00 | 18150.00
2971 | 3888,00 | 3888.00
2972 | 3384,00 | 3384.00
2973 | 1897,50 | 1897.50
2974 | 2400,00 | 2400.00
2975 | 11520,00 | 11520.00
2976 | 78000,00 | 78000.00
2977 | 24696,00 | 24696.00
2978 | 610,50 | 610.50
2979 | 2604,00 | 2604.00
2980 | 11520,00 | 11520.00
2981 | 13176,00 | 13176.00
2982 | 18108,00 | 18108.00
2983 | 19764,00 | 19764.00
2984 | 18150,00 | 18150.00
2985 | 3888,00 | 3888.00
2986 | 3384,00 | 3384.00
2987 | 2050,50 | 2050.50
2988 | 2400,00 | 2400.00
2989 | 84000,00 | 84000.00
2990 | 24696,00 | 24696.00
2991 | 1897,50 | 1897.50
2992 | 610,50 | 610.50
2993 | 2604,00 | 2604.00
2994 | 58800,00 | 58800.00
2995 | 3000,00 | 3000.00
2996 | 9000,00 | 9000.00
2997 | 168822,00 | 168822.00
2998 | 3207,00 | 3207.00
2999 | 49,82 | 49.82
3000 | 270,00 | 270.00
3001 | 21900,00 | 21900.00
3002 | 7388,52 | 7388.52
3003 | 4512,00 | 4512.00
3004 | 1221,00 | 1221.00
3005 | 2604,00 | 2604.00
3006 | 202586,40 | 202586.40
3007 | 66420,00 | 66420.00
3008 | 2793,00 | 2793.00
3009 | 692,00 | 692.00
3010 | 2677,08 | 2677.08
3011 | 67993,80 | 67993.80
3012 | 10000,00 | 10000.00
3013 | 220800,00 | 220800.00
3014 | 162000,00 | 162000.00
3015 | 27600,00 | 27600.00
3016 | 27600,00 | 27600.00
3017 | 231840,00 | 231840.00
3018 | 16659,00 | 16659.00
3019 | 7569,00 | 7569.00
3020 | 72450,00 | 72450.00
3021 | 75900,00 | 75900.00
3022 | 215625,00 | 215625.00
3023 | 216216,00 | 216216.00
3024 | 32874,00 | 32874.00
3025 | 103537,50 | 103537.50
3026 | 28800,00 | 28800.00
3027 | 27000,00 | 27000.00
3028 | 21000,00 | 21000.00
3029 | 435000,00 | 435000.00
3030 | 13800,00 | 13800.00
3031 | 45000,00 | 45000.00
3032 | 474000,00 | 474000.00
3033 | 153300,00 | 153300.00
3034 | 6480,00 | 6480.00
3035 | 1740,00 | 1740.00
3036 | 11475,00 | 11475.00
3037 | 9300,00 | 9300.00
3038 | 24750,00 | 24750.00
3039 | 3960,00 | 3960.00
3040 | 3600,00 | 3600.00
3041 | 6300,00 | 6300.00
3042 | 192462,00 | 192462.00
3043 | 3466,79 | 3466.79
3044 | 2922,30 | 2922.30
3045 | 4057,80 | 4057.80
3046 | 3468,06 | 3468.06
3047 | 675,00 | 675.00
3048 | 8760,00 | 8760.00
3049 | 2793,00 | 2793.00
3050 | 25584,00 | 25584.00
3051 | 10488,00 | 10488.00
3052 | 4557,00 | 4557.00
3053 | 1200,00 | 1200.00
3054 | 1575,00 | 1575.00
3055 | 11520,00 | 11520.00
3056 | 18108,00 | 18108.00
3057 | 19764,00 | 19764.00
3058 | 430971,00 | 430971.00
3059 | 5692,50 | 5692.50
3060 | 924,00 | 924.00
3061 | 1431750,00 | 1431750.00
3062 | 680400,00 | 680400.00
3063 | 5454,00 | 5454.00
3064 | 10998,00 | 10998.00
3065 | 90000,00 | 90000.00
3066 | 4800,00 | 4800.00
3067 | 9707,20 | 9707.20
3068 | 49158,00 | 49158.00
3069 | 375,00 | 375.00
3070 | 1440,00 | 1440.00
3071 | 4860,00 | 4860.00
3072 | 5068,50 | 5068.50
3073 | 1221,00 | 1221.00
3074 | 2604,00 | 2604.00
3075 | 13176,00 | 13176.00
3076 | 24696,00 | 24696.00
3077 | 22500,00 | 22500.00
3078 | 15000,00 | 15000.00
3079 | 31871,25 | 31871.25
3080 | 4029777,00 | 4029777.00
3081 | 62327,65 | 62327.65
3082 | 150000,00 | 150000.00
3083 | 10387,91 | 10387.91
3084 | 35999,86 | 35999.86
3085 | 10387,91 | 10387.91
3086 | 35999,86 | 35999.86
3087 | 10387,91 | 10387.91
3088 | 35999,86 | 35999.86
3089 | 10387,91 | 10387.91
3090 | 35999,86 | 35999.86
3091 | 10387,91 | 10387.91
3092 | 35999,86 | 35999.86
3093 | 10387,91 | 10387.91
3094 | 35999,86 | 35999.86
3095 | 10387,91 | 10387.91
3096 | 35999,86 | 35999.86
3097 | 10387,91 | 10387.91
3098 | 35999,86 | 35999.86
3099 | 720000,24 | 720000.24
3100 | 504191,40 | 504191.40
3101 | 5666,13 | 5666.13
3102 | 5666,13 | 5666.13
3103 | 5666,13 | 5666.13
3104 | 5666,13 | 5666.13
3105 | 139999,44 | 139999.44
3106 | 139999,44 | 139999.44
3107 | 139999,44 | 139999.44
3108 | 139999,44 | 139999.44
3109 | 203981,52 | 203981.52
3110 | 203981,52 | 203981.52
3111 | 1200000,00 | 1200000.00
3112 | 1200000,00 | 1200000.00
3113 | 611944,68 | 611944.68
3114 | 611944,68 | 611944.68
3115 | 611944,68 | 611944.68
3116 | 611944,68 | 611944.68
3117 | 611944,68 | 611944.68
3118 | 1800000,00 | 1800000.00
3119 | 67993,80 | 67993.80
3120 | 3491,90 | 3491.90
3121 | 5005,76 | 5005.76
3122 | 70400,00 | 70400.00
3123 | 100000,00 | 100000.00
3124 | 611944,68 | 611944.68
3125 | 611944,68 | 611944.68
3126 | 611944,68 | 611944.68
3127 | 203981,52 | 203981.52
3128 | 168000,00 | 168000.00
3129 | 5400000,00 | 5400000.00
3130 | 4000,00 | 4000.00
3131 | 47400,00 | 47400.00
3132 | 22800,00 | 22800.00
3133 | 400,00 | 400.00
3134 | 400,00 | 400.00
3135 | 26400,00 | 26400.00
3136 | 400,00 | 400.00
3137 | 643,00 | 643.00
3138 | 400,00 | 400.00
3139 | 1463,00 | 1463.00
3140 | 400,00 | 400.00
3141 | 9343,00 | 9343.00
3142 | 400,00 | 400.00
3143 | 746,00 | 746.00
3144 | 400,00 | 400.00
3145 | 4524,00 | 4524.00
3146 | 25000,00 | 25000.00
3147 | 560949,24 | 560949.24
3148 | 118990,20 | 118990.20
3149 | 263062,22 | 263062.22
3150 | 13400,00 | 13400.00
3151 | 40000,00 | 40000.00
3152 | 5666,13 | 5666.13
3153 | 35999,86 | 35999.86
3154 | 5666,13 | 5666.13
3155 | 35999,86 | 35999.86
3156 | 5666,13 | 5666.13
3157 | 35999,86 | 35999.86
3158 | 5666,13 | 5666.13
3159 | 35999,86 | 35999.86
3160 | 10387,91 | 10387.91
3161 | 35999,86 | 35999.86
3162 | 10387,91 | 10387.91
3163 | 35999,86 | 35999.86
3164 | 10387,91 | 10387.91
3165 | 35999,86 | 35999.86
3166 | 10387,91 | 10387.91
3167 | 35999,86 | 35999.86
3168 | 10387,91 | 10387.91
3169 | 35999,86 | 35999.86
3170 | 10387,91 | 10387.91
3171 | 35999,86 | 35999.86
3172 | 10387,91 | 10387.91
3173 | 35999,86 | 35999.86
3174 | 10387,91 | 10387.91
3175 | 35999,86 | 35999.86
3176 | 10387,91 | 10387.91
3177 | 35999,86 | 35999.86
3178 | 10387,91 | 10387.91
3179 | 35999,86 | 35999.86
3180 | 10387,91 | 10387.91
3181 | 35999,86 | 35999.86
3182 | 10387,91 | 10387.91
3183 | 35999,86 | 35999.86
3184 | 203981,52 | 203981.52
3185 | 10387,91 | 10387.91
3186 | 35999,86 | 35999.86
3187 | 10387,91 | 10387.91
3188 | 35999,86 | 35999.86
3189 | 10387,91 | 10387.91
3190 | 35999,86 | 35999.86
3191 | 10387,91 | 10387.91
3192 | 35999,86 | 35999.86
3193 | 10387,91 | 10387.91
3194 | 35999,86 | 35999.86
3195 | 10387,91 | 10387.91
3196 | 35999,86 | 35999.86
3197 | 10387,91 | 10387.91
3198 | 35999,86 | 35999.86
3199 | 10387,91 | 10387.91
3200 | 35999,86 | 35999.86
3201 | 10387,91 | 10387.91
3202 | 35999,86 | 35999.86
3203 | 10387,91 | 10387.91
3204 | 35999,86 | 35999.86
3205 | 10387,91 | 10387.91
3206 | 35999,86 | 35999.86
3207 | 10387,91 | 10387.91
3208 | 35999,86 | 35999.86
3209 | 35999,86 | 35999.86
3210 | 35999,86 | 35999.86
3211 | 35999,86 | 35999.86
3212 | 35999,86 | 35999.86
3213 | 31163,73 | 31163.73
3214 | 31163,73 | 31163.73
3215 | 31163,73 | 31163.73
3216 | 31163,73 | 31163.73
3217 | 10387,91 | 10387.91
3218 | 35999,86 | 35999.86
3219 | 10387,91 | 10387.91
3220 | 35999,86 | 35999.86
3221 | 10387,91 | 10387.91
3222 | 35999,86 | 35999.86
3223 | 10387,91 | 10387.91
3224 | 35999,86 | 35999.86
3225 | 263062,22 | 263062.22
3226 | 5666,13 | 5666.13
3227 | 35999,86 | 35999.86
3228 | 5666,13 | 5666.13
3229 | 35999,86 | 35999.86
3230 | 5666,13 | 5666.13
3231 | 35999,86 | 35999.86
3232 | 5666,13 | 5666.13
3233 | 35999,86 | 35999.86
3234 | 5666,13 | 5666.13
3235 | 35999,86 | 35999.86
3236 | 5666,13 | 5666.13
3237 | 35999,86 | 35999.86
3238 | 5666,13 | 5666.13
3239 | 35999,86 | 35999.86
3240 | 5666,13 | 5666.13
3241 | 35999,86 | 35999.86
3242 | 10387,91 | 10387.91
3243 | 35999,86 | 35999.86
3244 | 10387,91 | 10387.91
3245 | 35999,86 | 35999.86
3246 | 10387,91 | 10387.91
3247 | 35999,86 | 35999.86
3248 | 10387,91 | 10387.91
3249 | 35999,86 | 35999.86
3250 | 5666,13 | 5666.13
3251 | 35999,86 | 35999.86
3252 | 5666,13 | 5666.13
3253 | 35999,86 | 35999.86
3254 | 5666,13 | 5666.13
3255 | 35999,86 | 35999.86
3256 | 5666,13 | 5666.13
3257 | 35999,86 | 35999.86
3258 | 10387,91 | 10387.91
3259 | 35999,86 | 35999.86
3260 | 10387,91 | 10387.91
3261 | 35999,86 | 35999.86
3262 | 10387,91 | 10387.91
3263 | 35999,86 | 35999.86
3264 | 10387,91 | 10387.91
3265 | 35999,86 | 35999.86
3266 | 10387,91 | 10387.91
3267 | 35999,86 | 35999.86
3268 | 10387,91 | 10387.91
3269 | 35999,86 | 35999.86
3270 | 10387,91 | 10387.91
3271 | 35999,86 | 35999.86
3272 | 10387,91 | 10387.91
3273 | 35999,86 | 35999.86
3274 | 10387,91 | 10387.91
3275 | 35999,86 | 35999.86
3276 | 10387,91 | 10387.91
3277 | 35999,86 | 35999.86
3278 | 10387,91 | 10387.91
3279 | 35999,86 | 35999.86
3280 | 10387,91 | 10387.91
3281 | 35999,86 | 35999.86
3282 | 10387,91 | 10387.91
3283 | 35999,86 | 35999.86
3284 | 10387,91 | 10387.91
3285 | 35999,86 | 35999.86
3286 | 10387,91 | 10387.91
3287 | 35999,86 | 35999.86
3288 | 10387,91 | 10387.91
3289 | 35999,86 | 35999.86
3290 | 180000,00 | 180000.00
3291 | 100000,00 | 100000.00
3292 | 5666,13 | 5666.13
3293 | 35999,86 | 35999.86
3294 | 5666,13 | 5666.13
3295 | 35999,86 | 35999.86
3296 | 5666,13 | 5666.13
3297 | 35999,86 | 35999.86
3298 | 5666,13 | 5666.13
3299 | 35999,86 | 35999.86
3300 | 16998,39 | 16998.39
3301 | 35999,86 | 35999.86
3302 | 16998,39 | 16998.39
3303 | 35999,86 | 35999.86
3304 | 16998,39 | 16998.39
3305 | 35999,86 | 35999.86
3306 | 16998,39 | 16998.39
3307 | 35999,86 | 35999.86
3308 | 5666,13 | 5666.13
3309 | 35999,86 | 35999.86
3310 | 5666,13 | 5666.13
3311 | 35999,86 | 35999.86
3312 | 5666,13 | 5666.13
3313 | 35999,86 | 35999.86
3314 | 5666,13 | 5666.13
3315 | 35999,86 | 35999.86
3316 | 35999,86 | 35999.86
3317 | 35999,86 | 35999.86
3318 | 35999,86 | 35999.86
3319 | 35999,86 | 35999.86
3320 | 31163,73 | 31163.73
3321 | 31163,73 | 31163.73
3322 | 31163,73 | 31163.73
3323 | 31163,73 | 31163.73
3324 | 10387,91 | 10387.91
3325 | 35999,86 | 35999.86
3326 | 10387,91 | 10387.91
3327 | 35999,86 | 35999.86
3328 | 10387,91 | 10387.91
3329 | 35999,86 | 35999.86
3330 | 10387,91 | 10387.91
3331 | 35999,86 | 35999.86
3332 | 10387,91 | 10387.91
3333 | 35999,86 | 35999.86
3334 | 10387,91 | 10387.91
3335 | 35999,86 | 35999.86
3336 | 10387,91 | 10387.91
3337 | 35999,86 | 35999.86
3338 | 10387,91 | 10387.91
3339 | 35999,86 | 35999.86
3340 | 10387,91 | 10387.91
3341 | 35999,86 | 35999.86
3342 | 10387,91 | 10387.91
3343 | 35999,86 | 35999.86
3344 | 10387,91 | 10387.91
3345 | 35999,86 | 35999.86
3346 | 10387,91 | 10387.91
3347 | 35999,86 | 35999.86
3348 | 10387,91 | 10387.91
3349 | 35999,86 | 35999.86
3350 | 10387,91 | 10387.91
3351 | 35999,86 | 35999.86
3352 | 10387,91 | 10387.91
3353 | 35999,86 | 35999.86
3354 | 10387,91 | 10387.91
3355 | 35999,86 | 35999.86
3356 | 16998,60 | 16998.60
3357 | 16998,60 | 16998.60
3358 | 16998,60 | 16998.60
3359 | 16998,60 | 16998.60
3360 | 611944,55 | 611944.55
3361 | 50995,80 | 50995.80
3362 | 5666,20 | 5666.20
3363 | 5666,20 | 5666.20
3364 | 5666,20 | 5666.20
3365 | 5666,20 | 5666.20
3366 | 5666,20 | 5666.20
3367 | 5666,20 | 5666.20
3368 | 5666,20 | 5666.20
3369 | 5666,20 | 5666.20
3370 | 5666,20 | 5666.20
3371 | 5666,20 | 5666.20
3372 | 5666,20 | 5666.20
3373 | 5666,20 | 5666.20
3374 | 16998,60 | 16998.60
3375 | 16998,60 | 16998.60
3376 | 16998,60 | 16998.60
3377 | 16998,60 | 16998.60
3378 | 335918,75 | 335918.75
3379 | 1560250,00 | 1560250.00
3380 | 56319,85 | 56319.85
3381 | 100000,00 | 100000.00
3382 | 60000,00 | 60000.00
3383 | 52500,00 | 52500.00
3384 | 150000,00 | 150000.00
3385 | 11263,97 | 11263.97
3386 | 1301543,75 | 1301543.75
3387 | 11330,60 | 11330.60
3388 | 646750,00 | 646750.00
3389 | 28159,92 | 28159.92
3390 | 50000,00 | 50000.00
3391 | 30000,00 | 30000.00
3392 | 26250,00 | 26250.00
3393 | 75000,00 | 75000.00
3394 | 5631,98 | 5631.98
3395 | 530681,25 | 530681.25
3396 | 16998,60 | 16998.60
3397 | 16998,60 | 16998.60
3398 | 16998,60 | 16998.60
3399 | 16998,60 | 16998.60
3400 | 533451,21 | 533451.21
3401 | 525572,19 | 525572.19
3402 | 150000,00 | 150000.00
3403 | 1835834,04 | 1835834.04
3404 | 219218,52 | 219218.52
3405 | 255648,38 | 255648.38
3406 | 5666,20 | 5666.20
3407 | 5666,20 | 5666.20
3408 | 5666,20 | 5666.20
3409 | 5666,20 | 5666.20
3410 | 5666,20 | 5666.20
3411 | 5666,20 | 5666.20
3412 | 5666,20 | 5666.20
3413 | 5666,20 | 5666.20
3414 | 5666,20 | 5666.20
3415 | 5666,20 | 5666.20
3416 | 5666,20 | 5666.20
3417 | 5666,20 | 5666.20
3418 | 16998,60 | 16998.60
3419 | 16998,60 | 16998.60
3420 | 16998,60 | 16998.60
3421 | 16998,60 | 16998.60
3422 | 398116,24 | 398116.24
3423 | 326250,00 | 326250.00
3424 | 28159,90 | 28159.90
3425 | 50000,00 | 50000.00
3426 | 30000,00 | 30000.00
3427 | 8750,00 | 8750.00
3428 | 25000,00 | 25000.00
3429 | 5631,98 | 5631.98
3430 | 215281,25 | 215281.25
3431 | 16998,60 | 16998.60
3432 | 16998,60 | 16998.60
3433 | 16998,60 | 16998.60
3434 | 16998,60 | 16998.60
3435 | 203981,36 | 203981.36
3436 | 0,03 | 0.03
3437 | 16998,60 | 16998.60
3438 | 16998,60 | 16998.60
3439 | 16998,60 | 16998.60
3440 | 16998,60 | 16998.60
3441 | 359111,15 | 359111.15
3442 | 77000,00 | 77000.00
3443 | 26975,00 | 26975.00
3444 | 50000,00 | 50000.00
3445 | 30000,00 | 30000.00
3446 | 219218,52 | 219218.52
3447 | 43843,70 | 43843.70
3448 | 50995,80 | 50995.80
3449 | 5666,20 | 5666.20
3450 | 5666,20 | 5666.20
3451 | 5666,20 | 5666.20
3452 | 5666,20 | 5666.20
3453 | 18750,00 | 18750.00
3454 | 3750,00 | 3750.00
3455 | 1250,00 | 1250.00
3456 | 10000,00 | 10000.00
3457 | 5865,86 | 5865.86
3458 | 27500,00 | 27500.00
3459 | 2000,00 | 2000.00
3460 | 11375,00 | 11375.00
3461 | 6043,72 | 6043.72
3462 | 12806,91 | 12806.91
3463 | 16998,60 | 16998.60
3464 | 16998,60 | 16998.60
3465 | 16998,60 | 16998.60
3466 | 16998,60 | 16998.60
3467 | 5666,20 | 5666.20
3468 | 5666,20 | 5666.20
3469 | 5666,20 | 5666.20
3470 | 5666,20 | 5666.20
3471 | 15535,02 | 15535.02
3472 | 15535,02 | 15535.02
3473 | 15535,02 | 15535.02
3474 | 15535,02 | 15535.02
3475 | 10387,95 | 10387.95
3476 | 10387,95 | 10387.95
3477 | 10387,95 | 10387.95
3478 | 10387,95 | 10387.95
3479 | 16998,60 | 16998.60
3480 | 16998,60 | 16998.60
3481 | 16998,60 | 16998.60
3482 | 16998,60 | 16998.60
3483 | 16998,60 | 16998.60
3484 | 16998,60 | 16998.60
3485 | 16998,60 | 16998.60
3486 | 16998,60 | 16998.60
3487 | 254964,24 | 254964.24
3488 | 16998,60 | 16998.60
3489 | 16998,60 | 16998.60
3490 | 16998,60 | 16998.60
3491 | 16998,60 | 16998.60
3492 | 32200,00 | 32200.00
3493 | 0,00 | 0.00
3494 | 5100,00 | 5100.00
3495 | 1955,00 | 1955.00
3496 | 2102,50 | 2102.50
3497 | 6505,00 | 6505.00
3498 | 16910,00 | 16910.00
3499 | 8166,25 | 8166.25
3500 | 10000,00 | 10000.00
3501 | 0,00 | 0.00
3502 | 1250,00 | 1250.00
3503 | 0,00 | 0.00
3504 | 0,00 | 0.00
3505 | 16437,30 | 16437.30
3506 | 27500,00 | 27500.00
3507 | 2000,00 | 2000.00
3508 | 0,00 | 0.00
3509 | 0,00 | 0.00
3510 | 300,00 | 300.00
3511 | 700,00 | 700.00
3512 | 0,00 | 0.00
3513 | 36000,00 | 36000.00
3514 | 0,00 | 0.00
3515 | 25625,00 | 25625.00
3516 | 12500,00 | 12500.00
3517 | 41050,21 | 41050.21
